accuracy,loss,val_accuracy,val_loss
0.7684249877929688,0.6552814841270447,0.8529000282287598,0.39471566677093506
0.8324166536331177,0.4579295814037323,0.8736000061035156,0.3451434075832367
0.8471500277519226,0.41506722569465637,0.8848000168800354,0.31586846709251404
0.8571500182151794,0.38399556279182434,0.8889999985694885,0.30243128538131714
0.8643083572387695,0.36622297763824463,0.8788999915122986,0.32937610149383545
0.8713416457176208,0.34729844331741333,0.8867999911308289,0.3071558475494385
0.876675009727478,0.3340905010700226,0.8833000063896179,0.3075319230556488
0.8806583285331726,0.32111620903015137,0.8906999826431274,0.3003622591495514
0.8844583630561829,0.31342893838882446,0.8982999920845032,0.275503009557724
0.8884833455085754,0.30145975947380066,0.8927000164985657,0.30104658007621765
0.8910333514213562,0.2934540808200836,0.8747000098228455,0.33085352182388306
0.8925166726112366,0.28921929001808167,0.8992000222206116,0.27752912044525146
0.8956583142280579,0.28186148405075073,0.9007999897003174,0.27653396129608154
0.8980083465576172,0.2737099528312683,0.8974000215530396,0.2962518334388733
0.8985583186149597,0.27041861414909363,0.902999997138977,0.2699752449989319
0.9006249904632568,0.2658417224884033,0.8980000019073486,0.27967917919158936
0.90235835313797,0.2594440281391144,0.9074000120162964,0.26709848642349243
0.9039916396141052,0.25716346502304077,0.9057999849319458,0.28025123476982117
0.9055083394050598,0.25088992714881897,0.9045000076293945,0.27330872416496277
0.9069416522979736,0.24935440719127655,0.906499981880188,0.27121371030807495
0.9097166657447815,0.2425033152103424,0.9071000218391418,0.26779040694236755
0.909250020980835,0.24173906445503235,0.9009000062942505,0.2838604748249054
0.9106416702270508,0.2390948086977005,0.9060999751091003,0.27002662420272827
0.911133348941803,0.235835462808609,0.8939999938011169,0.2955546975135803
0.9121749997138977,0.23222705721855164,0.8966000080108643,0.2966475784778595
